Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL
2017-01-06,89,Down,Versace on the Floor,Bruno Mars,673279,https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
2017-01-06,90,Down,Sneakin’,Drake,669914,https://i.scdn.co/image/8b1f6991ae1192e214374d14d918140d04dbd8a7,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W
2017-01-06,91,Down,Capsize,FRENSHIP,662554,https://i.scdn.co/image/ab67616d00004851670048174db73ef55039c7bf,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco
2017-01-06,92,Down,Needed Me,Rihanna,661858,https://i.scdn.co/image/ddc285ca9817c96c7719b3f2a759e108787db021,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
2017-01-06,93,Down,Traicionera,Sebastian Yatra,659929,https://i.scdn.co/image/ab67616d00004851dbe5e9f934a9be5db8884c52,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT
2017-01-06,94,Down,Shout Out to My Ex,Little Mix,659083,https://i.scdn.co/image/ab67616d000048512318bbb0586903290db2b270,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g
2017-01-06,95,Down,La Bicicleta,Carlos Vives,653198,https://i.scdn.co/image/ab67616d00004851d05d3aad30c5fb7614893cf5,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU
2017-01-06,96,Flat,Deu Onda,MC G15,646713,https://i.scdn.co/image/ab67616d000048518b4b30be47d016b7122dc88c,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF
2017-01-06,97,Down,Sidewalks,The Weeknd,642778,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko
2017-01-06,98,Down,I Got You,Bebe Rexha,641589,https://i.scdn.co/image/ab67616d00004851809adcbcfe88c94fd2a706c1,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i
2017-01-06,99,Down,Cake By The Ocean,DNCE,636765,https://i.scdn.co/image/ab67616d00004851a19a2912e1618ada66b2e6e8,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl
2017-01-06,100,Up,No Heart,21 Savage,629666,https://i.scdn.co/image/ab67616d000048512dd1ac4a61495080ef8f78ca,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO
2017-01-06,101,Down,Redbone,Childish Gambino,615534,https://i.scdn.co/image/ab67616d000048510b97e56ffad7c6211aa848f8,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
2017-01-06,102,Down,Lighthouse - Andrelli Remix,Hearts & Colors,612502,https://i.scdn.co/image/d19cc054c261b243b0663223cf69bc256d700f07,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo
2017-01-06,103,Down,7 Years,Lukas Graham,611338,https://i.scdn.co/image/ab67616d0000485104d59cefa11f0eee9f1877a5,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
2017-01-06,104,Up,iSpy (feat. Lil Yachty),KYLE,610414,https://i.scdn.co/image/ab67616d0000485132e373f2988bc6596a542d1c,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
2017-01-06,105,Down,Six Feet Under,The Weeknd,606041,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY
2017-01-06,106,New,Say Something Loving,The xx,606017,https://i.scdn.co/image/ab67616d000048515f5dc0f546406ec5a96018bb,https://open.spotify.com/track/728zbo72kOoYdGR3AhNsyF
2017-01-06,107,Down,Weak,AJR,605434,https://i.scdn.co/image/ab67616d00004851c5f3ca405ff6ed13dc554b94,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
2017-01-06,108,Up,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,598164,https://i.scdn.co/image/ab67616d00004851186678fe32d915298c28d576,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd
2017-01-06,109,Down,Into You,Ariana Grande,592569,https://i.scdn.co/image/ab67616d000048517227f5854239a059af211d5b,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
2017-01-06,110,Down,Final Song,MØ,591214,https://i.scdn.co/image/ab67616d00004851b7a02217229178b771ed0d4c,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7
2017-01-06,111,Down,Fresh Eyes,Andy Grammer,585202,https://i.scdn.co/image/ab67616d0000485158dd2ff215d3baa7d4bd194f,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3
2017-01-06,112,Up,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,579295,https://i.scdn.co/image/ab67616d00004851f504cc56f3bd99bc61929272,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD
2017-01-06,113,Down,Middle,DJ Snake,578174,https://i.scdn.co/image/ab67616d000048515045de6786e0af096de73ed4,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n
2017-01-06,114,Up,Shaky Shaky,Daddy Yankee,573888,https://i.scdn.co/image/ab67616d00004851f0b25154a0858db46415fbe7,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf
2017-01-06,115,Down,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,571915,https://i.scdn.co/image/ab67616d000048511568fbc07414eb185c58ef62,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY
2017-01-06,116,Down,Dile Que Tu Me Quieres,Ozuna,571642,https://i.scdn.co/image/ab67616d0000485133bbd31551e01896f58d688f,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o
2017-01-06,117,Down,The Greatest,Sia,569193,https://i.scdn.co/image/ab67616d00004851754b2fddebe7039fdb912837,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1
2017-01-06,118,Down,Send My Love (To Your New Lover),Adele,567705,https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
2017-01-06,119,Up,You Was Right,Lil Uzi Vert,551904,https://i.scdn.co/image/ab67616d000048518be07181aa935225a6f25d56,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
2017-01-06,120,New,Move Your Body - Single Mix,Sia,550009,https://i.scdn.co/image/ab67616d00004851b765d57898eeebbe109b3975,https://open.spotify.com/track/7ynCQo1KpBOyTdTdAnjSLZ
2017-01-06,121,Down,This Town,Niall Horan,549879,https://i.scdn.co/image/ab67616d00004851cad02035314b784b53570eac,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7
2017-01-06,122,Flat,Lean On (feat. MØ & DJ Snake),Major Lazer,547233,https://i.scdn.co/image/ab67616d000048519f55dad3a63f72f1bc8d6f59,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
2017-01-06,123,Down,Fast Car,Jonas Blue,546495,https://i.scdn.co/image/ab67616d000048515cf78b9932b45387375528eb,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ
2017-01-06,124,Down,DUELE EL CORAZON,Enrique Iglesias,545897,https://i.scdn.co/image/ab67616d0000485113dae8008773aede4a979a7d,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf
2017-01-06,125,Down,"Me, Myself & I",G-Eazy,539891,https://i.scdn.co/image/ab67616d0000485198acfa8c055deedc25e6081d,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
2017-01-06,126,New,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,537195,https://i.scdn.co/image/c6ee101dc0dc29c219e1ba771b9d87d59e80cccb,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523
2017-01-06,127,Up,pick up the phone,Young Thug,534379,https://i.scdn.co/image/ab67616d00004851f54b99bf27cda88f4a7403ce,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
2017-01-06,128,Down,OOOUUU,Young M.A,532784,https://i.scdn.co/image/ab67616d0000485111042a73bbccc204ae394e58,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL
2017-01-06,129,Down,Love On The Brain,Rihanna,532321,https://i.scdn.co/image/ddc285ca9817c96c7719b3f2a759e108787db021,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
2017-01-06,130,Down,Love on Me,Galantis,531963,https://i.scdn.co/image/ab67616d000048510018d9ed29666f655586bccc,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF
2017-01-06,131,Down,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,531650,https://i.scdn.co/image/ab67616d00004851e71dd15fc5bdefd5bff70452,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
2017-01-06,132,Flat,Light,San Holo,529086,https://i.scdn.co/image/ab67616d000048514452e79f2bfa40e105e7c029,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn
2017-01-06,133,Down,Some Kind Of Drug,G-Eazy,528636,https://i.scdn.co/image/ab67616d0000485198acfa8c055deedc25e6081d,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF
2017-01-06,134,Down,Dynamite (feat. Pretty Sister),Nause,527503,https://i.scdn.co/image/ab67616d0000485136434b378d756fa41884dc80,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg
2017-01-06,135,Down,Dancing On My Own,Calum Scott,526138,https://i.scdn.co/image/ab67616d000048511867ffdead655859c87dacc2,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
2017-01-06,136,New,Feel Me,Tyga,521824,https://i.scdn.co/image/ab67616d0000485145becbfb74ff1e6cad257f3a,https://open.spotify.com/track/2Cth0v1xri32oZ799rL3rl
2017-01-06,137,Down,No Lie,Sean Paul,515620,https://i.scdn.co/image/ab67616d000048514782809e4cd19cefc99048f7,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw
2017-01-06,138,New,Don't,Ed Sheeran,513638,https://i.scdn.co/image/ab67616d00004851d08209944468440145f01524,https://open.spotify.com/track/6gTJaPuj8DT8RjuDJyBgzP
2017-01-06,139,Down,Sex,Cheat Codes,512788,https://i.scdn.co/image/3b6152419e1f09563b17835100766da08426ec66,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP
2017-01-06,140,Down,Neighbors,J. Cole,511950,https://i.scdn.co/image/fff50a2874dae97e76d3a78e55771d7c59719928,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
2017-01-06,141,Down,Hello,Adele,511223,https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw
2017-01-06,142,Down,Me Llamas (feat. Maluma) - Remix,Piso 21,500739,https://i.scdn.co/image/ab67616d000048511e1eafb5d2bb1ca39d26f092,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
2017-01-06,143,Down,Ain't My Fault,Zara Larsson,498596,https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ
2017-01-06,144,Up,Swang,Rae Sremmurd,490987,https://i.scdn.co/image/16293ab3b4f9301aeb5f41810fd7056d463db55e,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
2017-01-06,145,Down,Vacaciones,Wisin,487041,https://i.scdn.co/image/ab67616d00004851c85f0d16973e9dae6f8a786c,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE
2017-01-06,146,New,Give Me Love,Ed Sheeran,486976,https://i.scdn.co/image/ab67616d00004851ed139c2e0e3681cc2d35e256,https://open.spotify.com/track/0SuG9kyzGRpDqrCWtgD6Lq
2017-01-06,147,Down,Roses,The Chainsmokers,483765,https://i.scdn.co/image/ab67616d0000485108d87fb54859bc9038f7e5e0,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y
2017-01-06,148,Down,Lush Life,Zara Larsson,479224,https://i.scdn.co/image/ab67616d000048519e1683774b22648f4f178ed3,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
2017-01-06,149,Down,Stitches,Shawn Mendes,475852,https://i.scdn.co/image/ab67616d0000485147710f5e89677e4d048e744c,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
2017-01-06,150,New,Rooting For You,London Grammar,475026,https://i.scdn.co/image/ab67616d0000485144b0c2780f8539f01c61303b,https://open.spotify.com/track/2nAAFnHiXRdWhsqoeqhhnr
2017-01-06,151,Down,PILLOWTALK,ZAYN,475010,https://i.scdn.co/image/ab67616d00004851a15e26d05b7ce776b566579d,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
2017-01-06,152,Up,Let Me Hold You (Turn Me On),Dante Klein,474605,https://i.scdn.co/image/ab67616d000048517c8b9ddb952a62ac64f66d90,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU
2017-01-06,153,Down,Touch,Little Mix,471285,https://i.scdn.co/image/ab67616d000048512318bbb0586903290db2b270,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
2017-01-06,154,Down,Reminder,The Weeknd,471118,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
2017-01-06,155,Down,Not Going Home,DVBBS,470805,https://i.scdn.co/image/ab67616d000048519e48219a58924f86b6ab1137,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61
2017-01-06,156,New,Tenerife Sea,Ed Sheeran,469838,https://i.scdn.co/image/ab67616d00004851d08209944468440145f01524,https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe
2017-01-06,157,Down,What Do You Mean?,Justin Bieber,468889,https://i.scdn.co/image/ab67616d00004851b6d9a4fbb0bd49f0f034aead,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
2017-01-06,158,Down,September Song,JP Cooper,468404,https://i.scdn.co/image/ab67616d000048511400ec742ee0935608e30700,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
2017-01-06,159,Down,Borro Cassette,Maluma,468062,https://i.scdn.co/image/ab67616d000048513c3acd23605ccd1a9fd038bd,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
2017-01-06,160,Down,Wake Up Where You Are,State of Sound,465328,https://i.scdn.co/image/ab67616d00004851bb62bd19d2526cdac1e665ac,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE
2017-01-06,161,Down,Andas En Mi Cabeza,Chino & Nacho,465279,https://i.scdn.co/image/ab67616d0000485166dad4487da6fc0dced2d0c6,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF
2017-01-06,162,Down,Immortal,J. Cole,462846,https://i.scdn.co/image/fff50a2874dae97e76d3a78e55771d7c59719928,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl
2017-01-06,163,Down,Never Be Like You,Flume,457287,https://i.scdn.co/image/ab67616d000048519eca0fdd60e06268050103e5,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr
2017-01-06,164,Down,That's What I Like,Bruno Mars,451784,https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
2017-01-06,165,Down,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,450005,https://i.scdn.co/image/36440dfd440d23086573d62a32def35ecc42f111,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
2017-01-06,166,Down,Oh Lord,MiC LOWRY,448845,https://i.scdn.co/image/ab67616d00004851d0b31742ad806d5dfac449eb,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls
2017-01-06,167,Down,Hotline Bling,Drake,446758,https://i.scdn.co/image/ab67616d00004851726abca207567d5e41cb9667,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6
2017-01-06,168,Down,Rockin’,The Weeknd,445986,https://i.scdn.co/image/6aeaaebcbd861c8369b14366e8e0eca2fe96055d,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE
2017-01-06,169,Down,Miss You,James Hersey,445677,https://i.scdn.co/image/ab67616d00004851591d268a04f6fc54ad179a64,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje
2017-01-06,170,Down,No Money,Galantis,445559,https://i.scdn.co/image/ab67616d00004851119cb56f073efd326643dcfe,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
2017-01-06,171,Down,The Hills,The Weeknd,444899,https://i.scdn.co/image/ab67616d00004851aac98daa18e4edf54d7a0a70,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
2017-01-06,172,Down,Let It Go,James Bay,443812,https://i.scdn.co/image/abcbe01d6557c60388e976c9a535f26f73fcbf09,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
2017-01-06,173,Down,Cuatro Babys,Maluma,437366,https://i.scdn.co/image/ab67616d00004851638d3cdf37fa447977e29e94,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR
2017-01-06,174,Down,Jumpman,Drake,437083,https://i.scdn.co/image/d4b8cf869e0b9fa7aea9a3dc569a935edb78840c,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
2017-01-06,175,Down,Taped up Heart (feat. Clara Mae),KREAM,432277,https://i.scdn.co/image/ab67616d000048519e4c024fb45d7a2b84af90bd,https://open.spotify.com/track/26hcyzSE154xMZCbFdtInA
2017-01-06,176,Down,Die For You,The Weeknd,431025,https://i.scdn.co/image/b3683184efeb899b2d1a02f4957d0c630dc10b0b,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
2017-01-06,177,Down,No Role Modelz,J. Cole,430917,https://i.scdn.co/image/ab67616d000048516aca031ccc27d2e4dd829d14,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
2017-01-06,178,Down,Cool Girl,Tove Lo,430083,https://i.scdn.co/image/ab67616d000048515256861e7f329039c1983c1b,https://open.spotify.com/track/5dKyZWlgjWw1oJgLa4GCZD
2017-01-06,179,Down,Low Life,Future,428290,https://i.scdn.co/image/ab67616d00004851626745b3aa04899001a924ad,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
2017-01-06,180,Down,Used to This,Future,417990,https://i.scdn.co/image/ab67616d00004851e0b64c8be3c4e804abcb2696,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM
2017-01-06,181,Down,It's Gotta Be You,Isaiah,416798,https://i.scdn.co/image/ab67616d00004851d43b5e86edff2089b91357e6,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW
2017-01-06,182,Down,Gold,Kiiara,414547,https://i.scdn.co/image/ab67616d00004851bdb4de8c6db74044aabe6047,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr
2017-01-06,183,Down,Love$ick,Mura Masa,409578,https://i.scdn.co/image/ab67616d0000485157da025deec1abbef50e4b31,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3
2017-01-06,184,Down,Gyal You A Party Animal - Remix,Charly Black,407087,https://i.scdn.co/image/ab67616d0000485131a026a9d39e08006ddfb138,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I
2017-01-06,185,Down,Can't Feel My Face,The Weeknd,404342,https://i.scdn.co/image/ab67616d00004851aac98daa18e4edf54d7a0a70,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
2017-01-06,186,Down,You & Me,Marc E. Bassy,404134,https://i.scdn.co/image/ab67616d00004851f6250925802fb72702b65821,https://open.spotify.com/track/4QdovcM8j50QPlyR7tH4xe
2017-01-06,187,Down,Please Don't Go,Joel Adams,399619,https://i.scdn.co/image/ab67616d000048513a22ad98e76e2d0c1760345d,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy
2017-01-06,188,Down,Million Reasons,Lady Gaga,398519,https://i.scdn.co/image/ab67616d00004851dd0b256c733c96b653ab5cde,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ
2017-01-06,189,Down,Would I Lie to You - Radio Edit,David Guetta,398178,https://i.scdn.co/image/ab67616d0000485100c25b727e26b9f36e01a236,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2
2017-01-06,190,Up,Party,Chris Brown,397624,https://i.scdn.co/image/ab67616d0000485109678e7a7fd4150585af8987,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk
2017-01-06,191,Down,Say It (feat. Tove Lo),Flume,397206,https://i.scdn.co/image/ab67616d00004851f61260d235e1d7e31bbafc6f,https://open.spotify.com/track/4sQMalN597HdggTu196aL0
2017-01-06,192,Down,'Till I Collapse,Eminem,396725,https://i.scdn.co/image/ab67616d00004851ccdb1982626f299b3b1d3efd,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
2017-01-06,193,New,Moves,Big Sean,396301,https://i.scdn.co/image/695d0c097d8463ccc2c2b9855fe44e3e9e7bc267,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
2017-01-06,194,Down,goosebumps,Travis Scott,395664,https://i.scdn.co/image/ab67616d00004851f54b99bf27cda88f4a7403ce,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
2017-01-06,195,New,Lay It All on Me,Rudimental,395444,https://i.scdn.co/image/ab67616d00004851d08209944468440145f01524,https://open.spotify.com/track/0vbbhcA6okLzvsy6WSTlLg
2017-01-06,196,Down,Hymn for the Weekend,Coldplay,394271,https://i.scdn.co/image/ab67616d00004851e83a9bda48a241b0e2be0d8b,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
2017-01-06,197,Down,Alarm,Anne-Marie,391932,https://i.scdn.co/image/ab67616d00004851cc79eb11514c20ac210d0151,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg
2017-01-06,198,Down,Secrets,The Weeknd,390620,https://i.scdn.co/image/b3683184efeb899b2d1a02f4957d0c630dc10b0b,https://open.spotify.com/track/3DX4Y0egvc0slLcLl31h2p
2017-01-06,199,Down,Cocoon,Milky Chance,388463,https://i.scdn.co/image/ab67616d00004851f1b313d02bd130b1bc320afd,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs
2017-01-06,200,Down,True Colors,The Weeknd,384871,https://i.scdn.co/image/b3683184efeb899b2d1a02f4957d0c630dc10b0b,https://open.spotify.com/track/6i759FCuKx713ZnYjtpQGU
2017-01-07,1,Flat,Shape of You,Ed Sheeran,6602494,https://i.scdn.co/image/ab67616d00004851ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2017-01-07,2,Flat,Castle on the Hill,Ed Sheeran,5039058,https://i.scdn.co/image/ab67616d00004851ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
2017-01-07,3,Flat,Starboy,The Weeknd,3460752,https://i.scdn.co/image/ab67616d000048510c8599cbde51245c128bcea9,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
2017-01-07,4,Up,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3083514,https://i.scdn.co/image/ab67616d000048511431c3bdf16aa99f71799d95,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
2017-01-07,5,Down,Closer,The Chainsmokers,2998374,https://i.scdn.co/image/ab67616d00004851495ce6da9aeb159e94eaa453,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
2017-01-07,6,Flat,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2795586,https://i.scdn.co/image/ab67616d000048512ae921f082ae5db4d3da818f,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
2017-01-07,7,Flat,Don't Wanna Know,Maroon 5,2571643,https://i.scdn.co/image/ab67616d00004851eec1912bbc2ff74b8203fe5f,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
2017-01-07,8,Flat,Let Me Love You,DJ Snake,2477080,https://i.scdn.co/image/ab67616d000048515045de6786e0af096de73ed4,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
2017-01-07,9,Flat,Fake Love,Drake,2440886,https://i.scdn.co/image/6dfd956b9331fa9ea1f47ebb95311951ed72b3db,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
2017-01-07,10,Flat,Say You Won't Let Go,James Arthur,2428183,https://i.scdn.co/image/ab67616d0000485120beb61f61fcbeb33b10a9ab,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
2017-01-07,11,Flat,I Feel It Coming,The Weeknd,2411921,https://i.scdn.co/image/b3683184efeb899b2d1a02f4957d0c630dc10b0b,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
2017-01-07,12,Flat,24K Magic,Bruno Mars,2323388,https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
2017-01-07,13,Flat,Black Beatles,Rae Sremmurd,2194177,https://i.scdn.co/image/16293ab3b4f9301aeb5f41810fd7056d463db55e,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
2017-01-07,14,Up,Chantaje (feat. Maluma),Shakira,2125156,https://i.scdn.co/image/ab67616d00004851d05d3aad30c5fb7614893cf5,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
2017-01-07,15,Down,Call On Me - Ryan Riback Extended Remix,Starley,2093312,https://i.scdn.co/image/ab67616d000048519d4079afc73664f86f055400,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
2017-01-07,16,Flat,In the Name of Love,Martin Garrix,1951364,https://i.scdn.co/image/ab67616d00004851923db3f255cd48a6d5783ebf,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
2017-01-07,17,Up,One Dance,Drake,1914426,https://i.scdn.co/image/ab67616d00004851726abca207567d5e41cb9667,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
2017-01-07,18,Down,Bad and Boujee (feat. Lil Uzi Vert),Migos,1899936,https://i.scdn.co/image/ab67616d0000485199a8ab6da9d593939302828a,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
2017-01-07,19,Up,Just Hold On,Steve Aoki,1887106,https://i.scdn.co/image/ab67616d0000485122e2ce2de8bad6d67ee69b48,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
2017-01-07,20,Down,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1851331,https://i.scdn.co/image/ab67616d000048512e8f1cca2bc8c9d55930523b,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p
2017-01-07,21,Flat,Side To Side,Ariana Grande,1813605,https://i.scdn.co/image/ab67616d000048517227f5854239a059af211d5b,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
2017-01-07,22,Flat,Bad Things (with Camila Cabello),Machine Gun Kelly,1730739,https://i.scdn.co/image/d5f976093a4dcbc5ea9d4c04b414207f8bdce469,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
2017-01-07,23,Flat,Mercy,Shawn Mendes,1583771,https://i.scdn.co/image/ab67616d00004851188e6332f32088921ab1eaf8,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
2017-01-07,24,Flat,All We Know,The Chainsmokers,1541275,https://i.scdn.co/image/ab67616d00004851ff8d8c5662a96d41433e9ee1,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
2017-01-07,25,Up,My Way,Calvin Harris,1506554,https://i.scdn.co/image/ab67616d000048518d12bc5e3ea5c9f4a967de32,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
