,Audio Features Obj,Spotify_ID,id,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
74,"{'danceability': 0.733, 'energy': 0.71, 'key': 5, 'loudness': -5.849, 'mode': 0, 'speechiness': 0.0292, 'acousticness': 0.145, 'instrumentalness': 0.115, 'liveness': 0.0956, 'valence': 0.965, 'tempo': 127.975, 'type': 'audio_features', 'id': '7w87IxuO7BDcJ3YUqCyMTT', 'uri': 'spotify:track:7w87IxuO7BDcJ3YUqCyMTT', 'track_href': 'https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT', 'duration_ms': 239600, 'time_signature': 4}",7w87IxuO7BDcJ3YUqCyMTT,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
75,"{'danceability': 0.586, 'energy': 0.525, 'key': 0, 'loudness': -8.968, 'mode': 1, 'speechiness': 0.498, 'acousticness': 0.0705, 'instrumentalness': 0, 'liveness': 0.0729, 'valence': 0.491, 'tempo': 126.51, 'type': 'audio_features', 'id': '1Bqxj0aH5KewYHKUg1IdrF', 'uri': 'spotify:track:1Bqxj0aH5KewYHKUg1IdrF', 'track_href': 'https://api.spotify.com/v1/tracks/1Bqxj0aH5KewYHKUg1IdrF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Bqxj0aH5KewYHKUg1IdrF', 'duration_ms': 222467, 'time_signature': 4}",1Bqxj0aH5KewYHKUg1IdrF,1Bqxj0aH5KewYHKUg1IdrF,spotify:track:1Bqxj0aH5KewYHKUg1IdrF,0.586,0.525,0,-8.968,1,0.498,0.0705,0.0,0.0729,0.491,126.51,222467,4
76,"{'danceability': 0.96, 'energy': 0.547, 'key': 6, 'loudness': -6.992, 'mode': 0, 'speechiness': 0.0786, 'acousticness': 0.0496, 'instrumentalness': 0, 'liveness': 0.216, 'valence': 0.186, 'tempo': 121.01, 'type': 'audio_features', 'id': '5oyUurs28XRagLa8lgm6V3', 'uri': 'spotify:track:5oyUurs28XRagLa8lgm6V3', 'track_href': 'https://api.spotify.com/v1/tracks/5oyUurs28XRagLa8lgm6V3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5oyUurs28XRagLa8lgm6V3', 'duration_ms': 223093, 'time_signature': 4}",5oyUurs28XRagLa8lgm6V3,5oyUurs28XRagLa8lgm6V3,spotify:track:5oyUurs28XRagLa8lgm6V3,0.96,0.547,6,-6.992,0,0.0786,0.0496,0.0,0.216,0.186,121.01,223093,4
77,"{'danceability': 0.781, 'energy': 0.57, 'key': 11, 'loudness': -5.874, 'mode': 0, 'speechiness': 0.188, 'acousticness': 0.273, 'instrumentalness': 0, 'liveness': 0.196, 'valence': 0.858, 'tempo': 107.059, 'type': 'audio_features', 'id': '08WPvDEsHvTFuB9w8tC2OS', 'uri': 'spotify:track:08WPvDEsHvTFuB9w8tC2OS', 'track_href': 'https://api.spotify.com/v1/tracks/08WPvDEsHvTFuB9w8tC2OS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/08WPvDEsHvTFuB9w8tC2OS', 'duration_ms': 193181, 'time_signature': 4}",08WPvDEsHvTFuB9w8tC2OS,08WPvDEsHvTFuB9w8tC2OS,spotify:track:08WPvDEsHvTFuB9w8tC2OS,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,193181,4
78,"{'danceability': 0.663, 'energy': 0.713, 'key': 7, 'loudness': -6.647, 'mode': 0, 'speechiness': 0.112, 'acousticness': 0.0353, 'instrumentalness': 7.68e-06, 'liveness': 0.0843, 'valence': 0.69, 'tempo': 101.965, 'type': 'audio_features', 'id': '17Fd6Yb7mSbinKG8LoWfFl', 'uri': 'spotify:track:17Fd6Yb7mSbinKG8LoWfFl', 'track_href': 'https://api.spotify.com/v1/tracks/17Fd6Yb7mSbinKG8LoWfFl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/17Fd6Yb7mSbinKG8LoWfFl', 'duration_ms': 197933, 'time_signature': 4}",17Fd6Yb7mSbinKG8LoWfFl,17Fd6Yb7mSbinKG8LoWfFl,spotify:track:17Fd6Yb7mSbinKG8LoWfFl,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933,4
79,"{'danceability': 0.647, 'energy': 0.822, 'key': 5, 'loudness': -4.662, 'mode': 0, 'speechiness': 0.183, 'acousticness': 0.219, 'instrumentalness': 0, 'liveness': 0.0908, 'valence': 0.962, 'tempo': 160.019, 'type': 'audio_features', 'id': '5b88tNINg4Q4nrRbrCXUmg', 'uri': 'spotify:track:5b88tNINg4Q4nrRbrCXUmg', 'track_href': 'https://api.spotify.com/v1/tracks/5b88tNINg4Q4nrRbrCXUmg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5b88tNINg4Q4nrRbrCXUmg', 'duration_ms': 232720, 'time_signature': 4}",5b88tNINg4Q4nrRbrCXUmg,5b88tNINg4Q4nrRbrCXUmg,spotify:track:5b88tNINg4Q4nrRbrCXUmg,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
80,"{'danceability': 0.705, 'energy': 0.505, 'key': 8, 'loudness': -6.923, 'mode': 1, 'speechiness': 0.192, 'acousticness': 0.142, 'instrumentalness': 0, 'liveness': 0.164, 'valence': 0.391, 'tempo': 160.043, 'type': 'audio_features', 'id': '37F0uwRSrdzkBiuj0D5UHI', 'uri': 'spotify:track:37F0uwRSrdzkBiuj0D5UHI', 'track_href': 'https://api.spotify.com/v1/tracks/37F0uwRSrdzkBiuj0D5UHI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37F0uwRSrdzkBiuj0D5UHI', 'duration_ms': 218880, 'time_signature': 4}",37F0uwRSrdzkBiuj0D5UHI,37F0uwRSrdzkBiuj0D5UHI,spotify:track:37F0uwRSrdzkBiuj0D5UHI,0.705,0.505,8,-6.923,1,0.192,0.142,0.0,0.164,0.391,160.043,218880,4
81,"{'danceability': 0.617, 'energy': 0.567, 'key': 0, 'loudness': -4.188, 'mode': 1, 'speechiness': 0.0828, 'acousticness': 0.0584, 'instrumentalness': 0, 'liveness': 0.0933, 'valence': 0.505, 'tempo': 90.246, 'type': 'audio_features', 'id': '1CnPYaKxTVb4LWOtiGOm0m', 'uri': 'spotify:track:1CnPYaKxTVb4LWOtiGOm0m', 'track_href': 'https://api.spotify.com/v1/tracks/1CnPYaKxTVb4LWOtiGOm0m', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m', 'duration_ms': 217603, 'time_signature': 4}",1CnPYaKxTVb4LWOtiGOm0m,1CnPYaKxTVb4LWOtiGOm0m,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,217603,4
82,"{'danceability': 0.764, 'energy': 0.475, 'key': 0, 'loudness': -12.618, 'mode': 1, 'speechiness': 0.114, 'acousticness': 0.345, 'instrumentalness': 0, 'liveness': 0.14, 'valence': 0.34, 'tempo': 129.974, 'type': 'audio_features', 'id': '40yJGQyEaBbIkXpwMFkXip', 'uri': 'spotify:track:40yJGQyEaBbIkXpwMFkXip', 'track_href': 'https://api.spotify.com/v1/tracks/40yJGQyEaBbIkXpwMFkXip', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40yJGQyEaBbIkXpwMFkXip', 'duration_ms': 243270, 'time_signature': 4}",40yJGQyEaBbIkXpwMFkXip,40yJGQyEaBbIkXpwMFkXip,spotify:track:40yJGQyEaBbIkXpwMFkXip,0.764,0.475,0,-12.618,1,0.114,0.345,0.0,0.14,0.34,129.974,243270,4
83,"{'danceability': 0.447, 'energy': 0.848, 'key': 2, 'loudness': -6.175, 'mode': 1, 'speechiness': 0.222, 'acousticness': 0.033, 'instrumentalness': 7.45e-05, 'liveness': 0.722, 'valence': 0.485, 'tempo': 172.247, 'type': 'audio_features', 'id': '1kusepF3AacIEtUTYrw4GV', 'uri': 'spotify:track:1kusepF3AacIEtUTYrw4GV', 'track_href': 'https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV', 'duration_ms': 203760, 'time_signature': 4}",1kusepF3AacIEtUTYrw4GV,1kusepF3AacIEtUTYrw4GV,spotify:track:1kusepF3AacIEtUTYrw4GV,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,203760,4
84,"{'danceability': 0.734, 'energy': 0.637, 'key': 4, 'loudness': -5.677, 'mode': 0, 'speechiness': 0.141, 'acousticness': 0.0462, 'instrumentalness': 2.29e-05, 'liveness': 0.0602, 'valence': 0.648, 'tempo': 169.977, 'type': 'audio_features', 'id': '3CRDbSIZ4r5MsZ0YwxuEkn', 'uri': 'spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn', 'track_href': 'https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn', 'duration_ms': 202333, 'time_signature': 4}",3CRDbSIZ4r5MsZ0YwxuEkn,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
85,"{'danceability': 0.604, 'energy': 0.787, 'key': 0, 'loudness': -3.674, 'mode': 0, 'speechiness': 0.103, 'acousticness': 0.0679, 'instrumentalness': 0.15, 'liveness': 0.127, 'valence': 0.301, 'tempo': 126.062, 'type': 'audio_features', 'id': '2dOTkLZFbpNXrhc24CnTFd', 'uri': 'spotify:track:2dOTkLZFbpNXrhc24CnTFd', 'track_href': 'https://api.spotify.com/v1/tracks/2dOTkLZFbpNXrhc24CnTFd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dOTkLZFbpNXrhc24CnTFd', 'duration_ms': 245040, 'time_signature': 4}",2dOTkLZFbpNXrhc24CnTFd,2dOTkLZFbpNXrhc24CnTFd,spotify:track:2dOTkLZFbpNXrhc24CnTFd,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4
86,"{'danceability': 0.414, 'energy': 0.404, 'key': 0, 'loudness': -9.928, 'mode': 0, 'speechiness': 0.0499, 'acousticness': 0.271, 'instrumentalness': 0, 'liveness': 0.3, 'valence': 0.224, 'tempo': 71.105, 'type': 'audio_features', 'id': '1AhDOtG9vPSOmsWgNW0BEY', 'uri': 'spotify:track:1AhDOtG9vPSOmsWgNW0BEY', 'track_href': 'https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY', 'duration_ms': 354320, 'time_signature': 4}",1AhDOtG9vPSOmsWgNW0BEY,1AhDOtG9vPSOmsWgNW0BEY,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4
87,"{'danceability': 0.675, 'energy': 0.562, 'key': 7, 'loudness': -7.678, 'mode': 1, 'speechiness': 0.0352, 'acousticness': 0.233, 'instrumentalness': 0, 'liveness': 0.0816, 'valence': 0.309, 'tempo': 130.098, 'type': 'audio_features', 'id': '6eT7xZZlB2mwyzJ2sUKG6w', 'uri': 'spotify:track:6eT7xZZlB2mwyzJ2sUKG6w', 'track_href': 'https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w', 'duration_ms': 256533, 'time_signature': 4}",6eT7xZZlB2mwyzJ2sUKG6w,6eT7xZZlB2mwyzJ2sUKG6w,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,4
88,"{'danceability': 0.544, 'energy': 0.809, 'key': 8, 'loudness': -5.098, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.0038, 'instrumentalness': 0, 'liveness': 0.323, 'valence': 0.448, 'tempo': 145.017, 'type': 'audio_features', 'id': '4b4KcovePX8Ke2cLIQTLM0', 'uri': 'spotify:track:4b4KcovePX8Ke2cLIQTLM0', 'track_href': 'https://api.spotify.com/v1/tracks/4b4KcovePX8Ke2cLIQTLM0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4b4KcovePX8Ke2cLIQTLM0', 'duration_ms': 197640, 'time_signature': 4}",4b4KcovePX8Ke2cLIQTLM0,4b4KcovePX8Ke2cLIQTLM0,spotify:track:4b4KcovePX8Ke2cLIQTLM0,0.544,0.809,8,-5.098,1,0.0363,0.0038,0.0,0.323,0.448,145.017,197640,4
89,"{'danceability': 0.42, 'energy': 0.636, 'key': 10, 'loudness': -7.216, 'mode': 1, 'speechiness': 0.22, 'acousticness': 0.494, 'instrumentalness': 0, 'liveness': 0.122, 'valence': 0.784, 'tempo': 156.104, 'type': 'audio_features', 'id': '2wDjpPW3HZdA9quPPmZAMu', 'uri': 'spotify:track:2wDjpPW3HZdA9quPPmZAMu', 'track_href': 'https://api.spotify.com/v1/tracks/2wDjpPW3HZdA9quPPmZAMu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2wDjpPW3HZdA9quPPmZAMu', 'duration_ms': 215670, 'time_signature': 5}",2wDjpPW3HZdA9quPPmZAMu,2wDjpPW3HZdA9quPPmZAMu,spotify:track:2wDjpPW3HZdA9quPPmZAMu,0.42,0.636,10,-7.216,1,0.22,0.494,0.0,0.122,0.784,156.104,215670,5
90,"{'danceability': 0.757, 'energy': 0.672, 'key': 0, 'loudness': -6.524, 'mode': 0, 'speechiness': 0.0955, 'acousticness': 0.0186, 'instrumentalness': 0, 'liveness': 0.158, 'valence': 0.382, 'tempo': 111.996, 'type': 'audio_features', 'id': '40YcuQysJ0KlGQTeGUosTC', 'uri': 'spotify:track:40YcuQysJ0KlGQTeGUosTC', 'track_href': 'https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC', 'duration_ms': 251467, 'time_signature': 4}",40YcuQysJ0KlGQTeGUosTC,40YcuQysJ0KlGQTeGUosTC,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,251467,4
91,"{'danceability': 0.492, 'energy': 0.275, 'key': 6, 'loudness': -13.4, 'mode': 0, 'speechiness': 0.3, 'acousticness': 0.687, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.18, 'tempo': 92.6, 'type': 'audio_features', 'id': '7vRriwrloYVaoAe3a9wJHe', 'uri': 'spotify:track:7vRriwrloYVaoAe3a9wJHe', 'track_href': 'https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe', 'duration_ms': 251034, 'time_signature': 4}",7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4
92,"{'danceability': 0.665, 'energy': 0.706, 'key': 8, 'loudness': -6.859, 'mode': 0, 'speechiness': 0.0958, 'acousticness': 0.0237, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.632, 'tempo': 147.067, 'type': 'audio_features', 'id': '0BU7nIcCZxYSE0hYcc5oZz', 'uri': 'spotify:track:0BU7nIcCZxYSE0hYcc5oZz', 'track_href': 'https://api.spotify.com/v1/tracks/0BU7nIcCZxYSE0hYcc5oZz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0BU7nIcCZxYSE0hYcc5oZz', 'duration_ms': 196336, 'time_signature': 4}",0BU7nIcCZxYSE0hYcc5oZz,0BU7nIcCZxYSE0hYcc5oZz,spotify:track:0BU7nIcCZxYSE0hYcc5oZz,0.665,0.706,8,-6.859,0,0.0958,0.0237,0.0,0.112,0.632,147.067,196336,4
93,"{'danceability': 0.509, 'energy': 0.637, 'key': 4, 'loudness': -4.83, 'mode': 0, 'speechiness': 0.0471, 'acousticness': 0.0717, 'instrumentalness': 1.08e-05, 'liveness': 0.0789, 'valence': 0.378, 'tempo': 172.006, 'type': 'audio_features', 'id': '2aksifNn5ph8igDOkPBA02', 'uri': 'spotify:track:2aksifNn5ph8igDOkPBA02', 'track_href': 'https://api.spotify.com/v1/tracks/2aksifNn5ph8igDOkPBA02', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2aksifNn5ph8igDOkPBA02', 'duration_ms': 224000, 'time_signature': 3}",2aksifNn5ph8igDOkPBA02,2aksifNn5ph8igDOkPBA02,spotify:track:2aksifNn5ph8igDOkPBA02,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
94,"{'danceability': 0.74, 'energy': 0.523, 'key': 11, 'loudness': -10.753, 'mode': 0, 'speechiness': 0.233, 'acousticness': 0.666, 'instrumentalness': 0.00142, 'liveness': 0.0968, 'valence': 0.235, 'tempo': 97.063, 'type': 'audio_features', 'id': '3pjUyVbFmM96tYhSaKJwTt', 'uri': 'spotify:track:3pjUyVbFmM96tYhSaKJwTt', 'track_href': 'https://api.spotify.com/v1/tracks/3pjUyVbFmM96tYhSaKJwTt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3pjUyVbFmM96tYhSaKJwTt', 'duration_ms': 331480, 'time_signature': 4}",3pjUyVbFmM96tYhSaKJwTt,3pjUyVbFmM96tYhSaKJwTt,spotify:track:3pjUyVbFmM96tYhSaKJwTt,0.74,0.523,11,-10.753,0,0.233,0.666,0.00142,0.0968,0.235,97.063,331480,4
95,"{'danceability': 0.765, 'energy': 0.356, 'key': 11, 'loudness': -5.556, 'mode': 0, 'speechiness': 0.196, 'acousticness': 0.222, 'instrumentalness': 0, 'liveness': 0.0963, 'valence': 0.19, 'tempo': 97.001, 'type': 'audio_features', 'id': '3pXF1nA74528Edde4of9CC', 'uri': 'spotify:track:3pXF1nA74528Edde4of9CC', 'track_href': 'https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC', 'duration_ms': 198293, 'time_signature': 4}",3pXF1nA74528Edde4of9CC,3pXF1nA74528Edde4of9CC,spotify:track:3pXF1nA74528Edde4of9CC,0.765,0.356,11,-5.556,0,0.196,0.222,0.0,0.0963,0.19,97.001,198293,4
96,"{'danceability': 0.8, 'energy': 0.297, 'key': 0, 'loudness': -13.1, 'mode': 0, 'speechiness': 0.407, 'acousticness': 0.66, 'instrumentalness': 0.000111, 'liveness': 0.105, 'valence': 0.213, 'tempo': 140.051, 'type': 'audio_features', 'id': '6HEIBHUirx1J0JkUD24szt', 'uri': 'spotify:track:6HEIBHUirx1J0JkUD24szt', 'track_href': 'https://api.spotify.com/v1/tracks/6HEIBHUirx1J0JkUD24szt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6HEIBHUirx1J0JkUD24szt', 'duration_ms': 139674, 'time_signature': 4}",6HEIBHUirx1J0JkUD24szt,6HEIBHUirx1J0JkUD24szt,spotify:track:6HEIBHUirx1J0JkUD24szt,0.8,0.297,0,-13.1,0,0.407,0.66,0.000111,0.105,0.213,140.051,139674,4
97,"{'danceability': 0.573, 'energy': 0.683, 'key': 5, 'loudness': -6.644, 'mode': 1, 'speechiness': 0.176, 'acousticness': 0.461, 'instrumentalness': 0, 'liveness': 0.0935, 'valence': 0.817, 'tempo': 169.519, 'type': 'audio_features', 'id': '0qRR9d89hIS0MHRkQ0ejxX', 'uri': 'spotify:track:0qRR9d89hIS0MHRkQ0ejxX', 'track_href': 'https://api.spotify.com/v1/tracks/0qRR9d89hIS0MHRkQ0ejxX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0qRR9d89hIS0MHRkQ0ejxX', 'duration_ms': 142787, 'time_signature': 4}",0qRR9d89hIS0MHRkQ0ejxX,0qRR9d89hIS0MHRkQ0ejxX,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,142787,4
98,"{'danceability': 0.705, 'energy': 0.609, 'key': 3, 'loudness': -5.728, 'mode': 1, 'speechiness': 0.0729, 'acousticness': 0.694, 'instrumentalness': 0, 'liveness': 0.234, 'valence': 0.718, 'tempo': 140.058, 'type': 'audio_features', 'id': '4uhvMW7ly7tJil31YYscAN', 'uri': 'spotify:track:4uhvMW7ly7tJil31YYscAN', 'track_href': 'https://api.spotify.com/v1/tracks/4uhvMW7ly7tJil31YYscAN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4uhvMW7ly7tJil31YYscAN', 'duration_ms': 199993, 'time_signature': 4}",4uhvMW7ly7tJil31YYscAN,4uhvMW7ly7tJil31YYscAN,spotify:track:4uhvMW7ly7tJil31YYscAN,0.705,0.609,3,-5.728,1,0.0729,0.694,0.0,0.234,0.718,140.058,199993,4
99,"{'danceability': 0.494, 'energy': 0.559, 'key': 0, 'loudness': -5.445, 'mode': 1, 'speechiness': 0.0565, 'acousticness': 0.436, 'instrumentalness': 0, 'liveness': 0.164, 'valence': 0.264, 'tempo': 119.247, 'type': 'audio_features', 'id': '12REd1n8PeiHHWOh066tpr', 'uri': 'spotify:track:12REd1n8PeiHHWOh066tpr', 'track_href': 'https://api.spotify.com/v1/tracks/12REd1n8PeiHHWOh066tpr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/12REd1n8PeiHHWOh066tpr', 'duration_ms': 233337, 'time_signature': 4}",12REd1n8PeiHHWOh066tpr,12REd1n8PeiHHWOh066tpr,spotify:track:12REd1n8PeiHHWOh066tpr,0.494,0.559,0,-5.445,1,0.0565,0.436,0.0,0.164,0.264,119.247,233337,4
100,"{'danceability': 0.707, 'energy': 0.883, 'key': 0, 'loudness': -4.281, 'mode': 1, 'speechiness': 0.0602, 'acousticness': 0.0707, 'instrumentalness': 0, 'liveness': 0.23, 'valence': 0.541, 'tempo': 106.031, 'type': 'audio_features', 'id': '7aV2mflaASUmGhCErm7kBO', 'uri': 'spotify:track:7aV2mflaASUmGhCErm7kBO', 'track_href': 'https://api.spotify.com/v1/tracks/7aV2mflaASUmGhCErm7kBO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7aV2mflaASUmGhCErm7kBO', 'duration_ms': 167038, 'time_signature': 4}",7aV2mflaASUmGhCErm7kBO,7aV2mflaASUmGhCErm7kBO,spotify:track:7aV2mflaASUmGhCErm7kBO,0.707,0.883,0,-4.281,1,0.0602,0.0707,0.0,0.23,0.541,106.031,167038,4
101,"{'danceability': 0.6, 'energy': 0.412, 'key': 8, 'loudness': -9.343, 'mode': 1, 'speechiness': 0.344, 'acousticness': 0.615, 'instrumentalness': 0.0025, 'liveness': 0.134, 'valence': 0.408, 'tempo': 113.049, 'type': 'audio_features', 'id': '6WhzFzROw3aq3rPWjgYlxr', 'uri': 'spotify:track:6WhzFzROw3aq3rPWjgYlxr', 'track_href': 'https://api.spotify.com/v1/tracks/6WhzFzROw3aq3rPWjgYlxr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6WhzFzROw3aq3rPWjgYlxr', 'duration_ms': 225882, 'time_signature': 5}",6WhzFzROw3aq3rPWjgYlxr,6WhzFzROw3aq3rPWjgYlxr,spotify:track:6WhzFzROw3aq3rPWjgYlxr,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,225882,5
102,"{'danceability': 0.53, 'energy': 0.433, 'key': 6, 'loudness': -10.598, 'mode': 1, 'speechiness': 0.185, 'acousticness': 0.108, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.274, 'tempo': 160.14, 'type': 'audio_features', 'id': '43PuMrRfbyyuz4QpZ3oAwN', 'uri': 'spotify:track:43PuMrRfbyyuz4QpZ3oAwN', 'track_href': 'https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/43PuMrRfbyyuz4QpZ3oAwN', 'duration_ms': 194613, 'time_signature': 4}",43PuMrRfbyyuz4QpZ3oAwN,43PuMrRfbyyuz4QpZ3oAwN,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,0.53,0.433,6,-10.598,1,0.185,0.108,0.0,0.135,0.274,160.14,194613,4
103,"{'danceability': 0.641, 'energy': 0.922, 'key': 2, 'loudness': -4.457, 'mode': 1, 'speechiness': 0.0786, 'acousticness': 0.0291, 'instrumentalness': 0, 'liveness': 0.0862, 'valence': 0.847, 'tempo': 146.078, 'type': 'audio_features', 'id': '3bidbhpOYeV4knp8AIu8Xn', 'uri': 'spotify:track:3bidbhpOYeV4knp8AIu8Xn', 'track_href': 'https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn', 'duration_ms': 258343, 'time_signature': 4}",3bidbhpOYeV4knp8AIu8Xn,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4
104,"{'danceability': 0.751, 'energy': 0.501, 'key': 5, 'loudness': -12.151, 'mode': 1, 'speechiness': 0.0552, 'acousticness': 0.234, 'instrumentalness': 0.112, 'liveness': 0.0467, 'valence': 0.902, 'tempo': 167.058, 'type': 'audio_features', 'id': '4o6BgsqLIBViaGVbx5rbRk', 'uri': 'spotify:track:4o6BgsqLIBViaGVbx5rbRk', 'track_href': 'https://api.spotify.com/v1/tracks/4o6BgsqLIBViaGVbx5rbRk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4o6BgsqLIBViaGVbx5rbRk', 'duration_ms': 190627, 'time_signature': 4}",4o6BgsqLIBViaGVbx5rbRk,4o6BgsqLIBViaGVbx5rbRk,spotify:track:4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,5,-12.151,1,0.0552,0.234,0.112,0.0467,0.902,167.058,190627,4
105,"{'danceability': 0.586, 'energy': 0.525, 'key': 1, 'loudness': -7.163, 'mode': 0, 'speechiness': 0.0615, 'acousticness': 0.111, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.508, 'tempo': 133.629, 'type': 'audio_features', 'id': '2LBqCSwhJGcFQeTHMVGwy3', 'uri': 'spotify:track:2LBqCSwhJGcFQeTHMVGwy3', 'track_href': 'https://api.spotify.com/v1/tracks/2LBqCSwhJGcFQeTHMVGwy3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2LBqCSwhJGcFQeTHMVGwy3', 'duration_ms': 260253, 'time_signature': 4}",2LBqCSwhJGcFQeTHMVGwy3,2LBqCSwhJGcFQeTHMVGwy3,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,260253,4
