,Audio Features Obj,Spotify_ID,id,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
259,"{'danceability': 0.574, 'energy': 0.629, 'key': 2, 'loudness': -8.815, 'mode': 0, 'speechiness': 0.0363, 'acousticness': 0.128, 'instrumentalness': 0, 'liveness': 0.271, 'valence': 0.786, 'tempo': 153.119, 'type': 'audio_features', 'id': '4jDmJ51x1o9NZB5Nxxc7gY', 'uri': 'spotify:track:4jDmJ51x1o9NZB5Nxxc7gY', 'track_href': 'https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY', 'duration_ms': 300107, 'time_signature': 4}",4jDmJ51x1o9NZB5Nxxc7gY,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107,4
260,"{'danceability': 0.429, 'energy': 0.188, 'key': 9, 'loudness': -16.252, 'mode': 1, 'speechiness': 0.0568, 'acousticness': 0.977, 'instrumentalness': 0.903, 'liveness': 0.145, 'valence': 0.184, 'tempo': 97.382, 'type': 'audio_features', 'id': '1R17cgUv6HeQFa78dzqb7s', 'uri': 'spotify:track:1R17cgUv6HeQFa78dzqb7s', 'track_href': 'https://api.spotify.com/v1/tracks/1R17cgUv6HeQFa78dzqb7s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1R17cgUv6HeQFa78dzqb7s', 'duration_ms': 96893, 'time_signature': 3}",1R17cgUv6HeQFa78dzqb7s,1R17cgUv6HeQFa78dzqb7s,spotify:track:1R17cgUv6HeQFa78dzqb7s,0.429,0.188,9,-16.252,1,0.0568,0.977,0.903,0.145,0.184,97.382,96893,3
261,"{'danceability': 0.588, 'energy': 0.742, 'key': 8, 'loudness': -6.757, 'mode': 1, 'speechiness': 0.0528, 'acousticness': 0.0162, 'instrumentalness': 3.98e-06, 'liveness': 0.653, 'valence': 0.824, 'tempo': 125.819, 'type': 'audio_features', 'id': '5kRBzRZmZTXVg8okC7SJFZ', 'uri': 'spotify:track:5kRBzRZmZTXVg8okC7SJFZ', 'track_href': 'https://api.spotify.com/v1/tracks/5kRBzRZmZTXVg8okC7SJFZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5kRBzRZmZTXVg8okC7SJFZ', 'duration_ms': 228173, 'time_signature': 4}",5kRBzRZmZTXVg8okC7SJFZ,5kRBzRZmZTXVg8okC7SJFZ,spotify:track:5kRBzRZmZTXVg8okC7SJFZ,0.588,0.742,8,-6.757,1,0.0528,0.0162,3.98e-06,0.653,0.824,125.819,228173,4
262,"{'danceability': 0.685, 'energy': 0.819, 'key': 1, 'loudness': -3.748, 'mode': 0, 'speechiness': 0.0494, 'acousticness': 0.0918, 'instrumentalness': 7.33e-06, 'liveness': 0.0934, 'valence': 0.607, 'tempo': 104.978, 'type': 'audio_features', 'id': '0fH86zQcE2CmATQju6WpXv', 'uri': 'spotify:track:0fH86zQcE2CmATQju6WpXv', 'track_href': 'https://api.spotify.com/v1/tracks/0fH86zQcE2CmATQju6WpXv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0fH86zQcE2CmATQju6WpXv', 'duration_ms': 194693, 'time_signature': 4}",0fH86zQcE2CmATQju6WpXv,0fH86zQcE2CmATQju6WpXv,spotify:track:0fH86zQcE2CmATQju6WpXv,0.685,0.819,1,-3.748,0,0.0494,0.0918,7.33e-06,0.0934,0.607,104.978,194693,4
263,"{'danceability': 0.68, 'energy': 0.734, 'key': 5, 'loudness': -6.771, 'mode': 1, 'speechiness': 0.285, 'acousticness': 0.076, 'instrumentalness': 0, 'liveness': 0.0787, 'valence': 0.759, 'tempo': 163.866, 'type': 'audio_features', 'id': '0URhioon26PogQkIAHCUK4', 'uri': 'spotify:track:0URhioon26PogQkIAHCUK4', 'track_href': 'https://api.spotify.com/v1/tracks/0URhioon26PogQkIAHCUK4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0URhioon26PogQkIAHCUK4', 'duration_ms': 221173, 'time_signature': 4}",0URhioon26PogQkIAHCUK4,0URhioon26PogQkIAHCUK4,spotify:track:0URhioon26PogQkIAHCUK4,0.68,0.734,5,-6.771,1,0.285,0.076,0.0,0.0787,0.759,163.866,221173,4
264,"{'danceability': 0.28, 'energy': 0.384, 'key': 2, 'loudness': -9.845, 'mode': 0, 'speechiness': 0.031, 'acousticness': 0.114, 'instrumentalness': 1.33e-06, 'liveness': 0.0831, 'valence': 0.143, 'tempo': 77.949, 'type': 'audio_features', 'id': '1sEGwuvScFU2uNzlI7Aepy', 'uri': 'spotify:track:1sEGwuvScFU2uNzlI7Aepy', 'track_href': 'https://api.spotify.com/v1/tracks/1sEGwuvScFU2uNzlI7Aepy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1sEGwuvScFU2uNzlI7Aepy', 'duration_ms': 280720, 'time_signature': 4}",1sEGwuvScFU2uNzlI7Aepy,1sEGwuvScFU2uNzlI7Aepy,spotify:track:1sEGwuvScFU2uNzlI7Aepy,0.28,0.384,2,-9.845,0,0.031,0.114,1.33e-06,0.0831,0.143,77.949,280720,4
265,"{'danceability': 0.579, 'energy': 0.904, 'key': 10, 'loudness': -4.45, 'mode': 0, 'speechiness': 0.15, 'acousticness': 0.00687, 'instrumentalness': 0, 'liveness': 0.0649, 'valence': 0.713, 'tempo': 175.316, 'type': 'audio_features', 'id': '0mb7btREdC3wuIUmuVRgWn', 'uri': 'spotify:track:0mb7btREdC3wuIUmuVRgWn', 'track_href': 'https://api.spotify.com/v1/tracks/0mb7btREdC3wuIUmuVRgWn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0mb7btREdC3wuIUmuVRgWn', 'duration_ms': 187853, 'time_signature': 4}",0mb7btREdC3wuIUmuVRgWn,0mb7btREdC3wuIUmuVRgWn,spotify:track:0mb7btREdC3wuIUmuVRgWn,0.579,0.904,10,-4.45,0,0.15,0.00687,0.0,0.0649,0.713,175.316,187853,4
266,"{'danceability': 0.553, 'energy': 0.797, 'key': 7, 'loudness': -6.072, 'mode': 1, 'speechiness': 0.532, 'acousticness': 0.395, 'instrumentalness': 0, 'liveness': 0.255, 'valence': 0.809, 'tempo': 167.523, 'type': 'audio_features', 'id': '7xZlxQGgb0rBOPLJkviPCq', 'uri': 'spotify:track:7xZlxQGgb0rBOPLJkviPCq', 'track_href': 'https://api.spotify.com/v1/tracks/7xZlxQGgb0rBOPLJkviPCq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7xZlxQGgb0rBOPLJkviPCq', 'duration_ms': 203016, 'time_signature': 4}",7xZlxQGgb0rBOPLJkviPCq,7xZlxQGgb0rBOPLJkviPCq,spotify:track:7xZlxQGgb0rBOPLJkviPCq,0.553,0.797,7,-6.072,1,0.532,0.395,0.0,0.255,0.809,167.523,203016,4
267,"{'danceability': 0.668, 'energy': 0.465, 'key': 11, 'loudness': -12.916, 'mode': 1, 'speechiness': 0.0568, 'acousticness': 0.0404, 'instrumentalness': 0.0544, 'liveness': 0.396, 'valence': 0.323, 'tempo': 118.008, 'type': 'audio_features', 'id': '2UwKFhUl5fFw3WrT5H0wNP', 'uri': 'spotify:track:2UwKFhUl5fFw3WrT5H0wNP', 'track_href': 'https://api.spotify.com/v1/tracks/2UwKFhUl5fFw3WrT5H0wNP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2UwKFhUl5fFw3WrT5H0wNP', 'duration_ms': 222839, 'time_signature': 4}",2UwKFhUl5fFw3WrT5H0wNP,2UwKFhUl5fFw3WrT5H0wNP,spotify:track:2UwKFhUl5fFw3WrT5H0wNP,0.668,0.465,11,-12.916,1,0.0568,0.0404,0.0544,0.396,0.323,118.008,222839,4
268,"{'danceability': 0.344, 'energy': 0.157, 'key': 5, 'loudness': -11.773, 'mode': 1, 'speechiness': 0.0457, 'acousticness': 0.756, 'instrumentalness': 0, 'liveness': 0.351, 'valence': 0.313, 'tempo': 57.86, 'type': 'audio_features', 'id': '6j0wBBAP3hMe4t1Ymj7GIe', 'uri': 'spotify:track:6j0wBBAP3hMe4t1Ymj7GIe', 'track_href': 'https://api.spotify.com/v1/tracks/6j0wBBAP3hMe4t1Ymj7GIe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6j0wBBAP3hMe4t1Ymj7GIe', 'duration_ms': 228267, 'time_signature': 4}",6j0wBBAP3hMe4t1Ymj7GIe,6j0wBBAP3hMe4t1Ymj7GIe,spotify:track:6j0wBBAP3hMe4t1Ymj7GIe,0.344,0.157,5,-11.773,1,0.0457,0.756,0.0,0.351,0.313,57.86,228267,4
269,"{'danceability': 0.567, 'energy': 0.319, 'key': 2, 'loudness': -18.388, 'mode': 0, 'speechiness': 0.036, 'acousticness': 0.343, 'instrumentalness': 2.63e-06, 'liveness': 0.316, 'valence': 0.526, 'tempo': 76.58, 'type': 'audio_features', 'id': '6KsgCYcZKPcBRDNGhiZWRR', 'uri': 'spotify:track:6KsgCYcZKPcBRDNGhiZWRR', 'track_href': 'https://api.spotify.com/v1/tracks/6KsgCYcZKPcBRDNGhiZWRR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6KsgCYcZKPcBRDNGhiZWRR', 'duration_ms': 392267, 'time_signature': 4}",6KsgCYcZKPcBRDNGhiZWRR,6KsgCYcZKPcBRDNGhiZWRR,spotify:track:6KsgCYcZKPcBRDNGhiZWRR,0.567,0.319,2,-18.388,0,0.036,0.343,2.63e-06,0.316,0.526,76.58,392267,4
270,"{'danceability': 0.6, 'energy': 0.406, 'key': 11, 'loudness': -12.343, 'mode': 1, 'speechiness': 0.0546, 'acousticness': 0.381, 'instrumentalness': 0.0021, 'liveness': 0.108, 'valence': 0.167, 'tempo': 136.867, 'type': 'audio_features', 'id': '57L7zXQGph0TADLSkBM7xd', 'uri': 'spotify:track:57L7zXQGph0TADLSkBM7xd', 'track_href': 'https://api.spotify.com/v1/tracks/57L7zXQGph0TADLSkBM7xd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57L7zXQGph0TADLSkBM7xd', 'duration_ms': 208696, 'time_signature': 4}",57L7zXQGph0TADLSkBM7xd,57L7zXQGph0TADLSkBM7xd,spotify:track:57L7zXQGph0TADLSkBM7xd,0.6,0.406,11,-12.343,1,0.0546,0.381,0.0021,0.108,0.167,136.867,208696,4
271,"{'danceability': 0.665, 'energy': 0.605, 'key': 0, 'loudness': -6.68, 'mode': 1, 'speechiness': 0.115, 'acousticness': 0.421, 'instrumentalness': 0, 'liveness': 0.0393, 'valence': 0.339, 'tempo': 120.024, 'type': 'audio_features', 'id': '2M7anGRRnLoyn80itQPfXY', 'uri': 'spotify:track:2M7anGRRnLoyn80itQPfXY', 'track_href': 'https://api.spotify.com/v1/tracks/2M7anGRRnLoyn80itQPfXY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2M7anGRRnLoyn80itQPfXY', 'duration_ms': 236239, 'time_signature': 4}",2M7anGRRnLoyn80itQPfXY,2M7anGRRnLoyn80itQPfXY,spotify:track:2M7anGRRnLoyn80itQPfXY,0.665,0.605,0,-6.68,1,0.115,0.421,0.0,0.0393,0.339,120.024,236239,4
272,"{'danceability': 0.742, 'energy': 0.698, 'key': 6, 'loudness': -5.475, 'mode': 1, 'speechiness': 0.0701, 'acousticness': 0.0529, 'instrumentalness': 0.00057, 'liveness': 0.11, 'valence': 0.695, 'tempo': 115.953, 'type': 'audio_features', 'id': '5Oh3cW5gnEEKPsHb1WrVWm', 'uri': 'spotify:track:5Oh3cW5gnEEKPsHb1WrVWm', 'track_href': 'https://api.spotify.com/v1/tracks/5Oh3cW5gnEEKPsHb1WrVWm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Oh3cW5gnEEKPsHb1WrVWm', 'duration_ms': 197000, 'time_signature': 4}",5Oh3cW5gnEEKPsHb1WrVWm,5Oh3cW5gnEEKPsHb1WrVWm,spotify:track:5Oh3cW5gnEEKPsHb1WrVWm,0.742,0.698,6,-5.475,1,0.0701,0.0529,0.00057,0.11,0.695,115.953,197000,4
273,"{'danceability': 0.931, 'energy': 0.78, 'key': 10, 'loudness': -5.19, 'mode': 0, 'speechiness': 0.162, 'acousticness': 0.00706, 'instrumentalness': 0.0654, 'liveness': 0.488, 'valence': 0.334, 'tempo': 129.971, 'type': 'audio_features', 'id': '7G2ngpelFIxPCsEodpA8uP', 'uri': 'spotify:track:7G2ngpelFIxPCsEodpA8uP', 'track_href': 'https://api.spotify.com/v1/tracks/7G2ngpelFIxPCsEodpA8uP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7G2ngpelFIxPCsEodpA8uP', 'duration_ms': 131480, 'time_signature': 4}",7G2ngpelFIxPCsEodpA8uP,7G2ngpelFIxPCsEodpA8uP,spotify:track:7G2ngpelFIxPCsEodpA8uP,0.931,0.78,10,-5.19,0,0.162,0.00706,0.0654,0.488,0.334,129.971,131480,4
274,"{'danceability': 0.71, 'energy': 0.639, 'key': 4, 'loudness': -12.839, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.23, 'instrumentalness': 0, 'liveness': 0.172, 'valence': 0.733, 'tempo': 107.947, 'type': 'audio_features', 'id': '0f6pHbsLzpWxl5CfhOUjBA', 'uri': 'spotify:track:0f6pHbsLzpWxl5CfhOUjBA', 'track_href': 'https://api.spotify.com/v1/tracks/0f6pHbsLzpWxl5CfhOUjBA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0f6pHbsLzpWxl5CfhOUjBA', 'duration_ms': 241000, 'time_signature': 4}",0f6pHbsLzpWxl5CfhOUjBA,0f6pHbsLzpWxl5CfhOUjBA,spotify:track:0f6pHbsLzpWxl5CfhOUjBA,0.71,0.639,4,-12.839,1,0.045,0.23,0.0,0.172,0.733,107.947,241000,4
275,"{'danceability': 0.807, 'energy': 0.339, 'key': 7, 'loudness': -9.489, 'mode': 0, 'speechiness': 0.0407, 'acousticness': 0.764, 'instrumentalness': 0.0676, 'liveness': 0.144, 'valence': 0.429, 'tempo': 125.04, 'type': 'audio_features', 'id': '7t6riHq1ZPPi08qgbuXNaY', 'uri': 'spotify:track:7t6riHq1ZPPi08qgbuXNaY', 'track_href': 'https://api.spotify.com/v1/tracks/7t6riHq1ZPPi08qgbuXNaY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7t6riHq1ZPPi08qgbuXNaY', 'duration_ms': 354387, 'time_signature': 4}",7t6riHq1ZPPi08qgbuXNaY,7t6riHq1ZPPi08qgbuXNaY,spotify:track:7t6riHq1ZPPi08qgbuXNaY,0.807,0.339,7,-9.489,0,0.0407,0.764,0.0676,0.144,0.429,125.04,354387,4
276,"{'danceability': 0.695, 'energy': 0.484, 'key': 0, 'loudness': -7.818, 'mode': 0, 'speechiness': 0.0775, 'acousticness': 0.695, 'instrumentalness': 0.16, 'liveness': 0.792, 'valence': 0.333, 'tempo': 84.018, 'type': 'audio_features', 'id': '13XPIlyIbYMInO8aN7AEt8', 'uri': 'spotify:track:13XPIlyIbYMInO8aN7AEt8', 'track_href': 'https://api.spotify.com/v1/tracks/13XPIlyIbYMInO8aN7AEt8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/13XPIlyIbYMInO8aN7AEt8', 'duration_ms': 207177, 'time_signature': 4}",13XPIlyIbYMInO8aN7AEt8,13XPIlyIbYMInO8aN7AEt8,spotify:track:13XPIlyIbYMInO8aN7AEt8,0.695,0.484,0,-7.818,0,0.0775,0.695,0.16,0.792,0.333,84.018,207177,4
277,"{'danceability': 0.625, 'energy': 0.981, 'key': 7, 'loudness': -3.799, 'mode': 1, 'speechiness': 0.0597, 'acousticness': 0.0009, 'instrumentalness': 0.329, 'liveness': 0.357, 'valence': 0.156, 'tempo': 125.008, 'type': 'audio_features', 'id': '0gcPFlSLjkVqz84RcDhyJk', 'uri': 'spotify:track:0gcPFlSLjkVqz84RcDhyJk', 'track_href': 'https://api.spotify.com/v1/tracks/0gcPFlSLjkVqz84RcDhyJk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0gcPFlSLjkVqz84RcDhyJk', 'duration_ms': 266880, 'time_signature': 4}",0gcPFlSLjkVqz84RcDhyJk,0gcPFlSLjkVqz84RcDhyJk,spotify:track:0gcPFlSLjkVqz84RcDhyJk,0.625,0.981,7,-3.799,1,0.0597,0.0009,0.329,0.357,0.156,125.008,266880,4
278,"{'danceability': 0.578, 'energy': 0.682, 'key': 10, 'loudness': -13.64, 'mode': 1, 'speechiness': 0.0354, 'acousticness': 0.061, 'instrumentalness': 0.00888, 'liveness': 0.106, 'valence': 0.231, 'tempo': 127.939, 'type': 'audio_features', 'id': '3X94UU9WQAiaw6A2NELO1a', 'uri': 'spotify:track:3X94UU9WQAiaw6A2NELO1a', 'track_href': 'https://api.spotify.com/v1/tracks/3X94UU9WQAiaw6A2NELO1a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3X94UU9WQAiaw6A2NELO1a', 'duration_ms': 281067, 'time_signature': 4}",3X94UU9WQAiaw6A2NELO1a,3X94UU9WQAiaw6A2NELO1a,spotify:track:3X94UU9WQAiaw6A2NELO1a,0.578,0.682,10,-13.64,1,0.0354,0.061,0.00888,0.106,0.231,127.939,281067,4
279,"{'danceability': 0.367, 'energy': 0.862, 'key': 7, 'loudness': -3.216, 'mode': 1, 'speechiness': 0.0434, 'acousticness': 0.00451, 'instrumentalness': 1.56e-05, 'liveness': 0.306, 'valence': 0.487, 'tempo': 135.27, 'type': 'audio_features', 'id': '2a49PgBuO22WcmKaR3qcYJ', 'uri': 'spotify:track:2a49PgBuO22WcmKaR3qcYJ', 'track_href': 'https://api.spotify.com/v1/tracks/2a49PgBuO22WcmKaR3qcYJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2a49PgBuO22WcmKaR3qcYJ', 'duration_ms': 219573, 'time_signature': 4}",2a49PgBuO22WcmKaR3qcYJ,2a49PgBuO22WcmKaR3qcYJ,spotify:track:2a49PgBuO22WcmKaR3qcYJ,0.367,0.862,7,-3.216,1,0.0434,0.00451,1.56e-05,0.306,0.487,135.27,219573,4
280,"{'danceability': 0.9, 'energy': 0.459, 'key': 6, 'loudness': -15.557, 'mode': 0, 'speechiness': 0.0366, 'acousticness': 0.321, 'instrumentalness': 0.00399, 'liveness': 0.165, 'valence': 0.962, 'tempo': 115.091, 'type': 'audio_features', 'id': '5hXEcqQhEjfZdbIZLO8mf2', 'uri': 'spotify:track:5hXEcqQhEjfZdbIZLO8mf2', 'track_href': 'https://api.spotify.com/v1/tracks/5hXEcqQhEjfZdbIZLO8mf2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5hXEcqQhEjfZdbIZLO8mf2', 'duration_ms': 302693, 'time_signature': 4}",5hXEcqQhEjfZdbIZLO8mf2,5hXEcqQhEjfZdbIZLO8mf2,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,0.9,0.459,6,-15.557,0,0.0366,0.321,0.00399,0.165,0.962,115.091,302693,4
281,"{'danceability': 0.314, 'energy': 0.526, 'key': 0, 'loudness': -4.686, 'mode': 0, 'speechiness': 0.0484, 'acousticness': 0.428, 'instrumentalness': 0, 'liveness': 0.126, 'valence': 0.195, 'tempo': 78.643, 'type': 'audio_features', 'id': '1HYzRuWjmS9LXCkdVHi25K', 'uri': 'spotify:track:1HYzRuWjmS9LXCkdVHi25K', 'track_href': 'https://api.spotify.com/v1/tracks/1HYzRuWjmS9LXCkdVHi25K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1HYzRuWjmS9LXCkdVHi25K', 'duration_ms': 192441, 'time_signature': 5}",1HYzRuWjmS9LXCkdVHi25K,1HYzRuWjmS9LXCkdVHi25K,spotify:track:1HYzRuWjmS9LXCkdVHi25K,0.314,0.526,0,-4.686,0,0.0484,0.428,0.0,0.126,0.195,78.643,192441,5
282,"{'danceability': 0.483, 'energy': 0.121, 'key': 2, 'loudness': -15.133, 'mode': 0, 'speechiness': 0.0349, 'acousticness': 0.91, 'instrumentalness': 0, 'liveness': 0.0885, 'valence': 0.419, 'tempo': 106.032, 'type': 'audio_features', 'id': '0LtVx5vsq9nfpGsWgjUin6', 'uri': 'spotify:track:0LtVx5vsq9nfpGsWgjUin6', 'track_href': 'https://api.spotify.com/v1/tracks/0LtVx5vsq9nfpGsWgjUin6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0LtVx5vsq9nfpGsWgjUin6', 'duration_ms': 149720, 'time_signature': 4}",0LtVx5vsq9nfpGsWgjUin6,0LtVx5vsq9nfpGsWgjUin6,spotify:track:0LtVx5vsq9nfpGsWgjUin6,0.483,0.121,2,-15.133,0,0.0349,0.91,0.0,0.0885,0.419,106.032,149720,4
283,"{'danceability': 0.812, 'energy': 0.6, 'key': 10, 'loudness': -13.418, 'mode': 0, 'speechiness': 0.0538, 'acousticness': 0.00509, 'instrumentalness': 0.0248, 'liveness': 0.0465, 'valence': 0.8, 'tempo': 99.189, 'type': 'audio_features', 'id': '6QnFHieoch6U9J8zfv6hml', 'uri': 'spotify:track:6QnFHieoch6U9J8zfv6hml', 'track_href': 'https://api.spotify.com/v1/tracks/6QnFHieoch6U9J8zfv6hml', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6QnFHieoch6U9J8zfv6hml', 'duration_ms': 557293, 'time_signature': 4}",6QnFHieoch6U9J8zfv6hml,6QnFHieoch6U9J8zfv6hml,spotify:track:6QnFHieoch6U9J8zfv6hml,0.812,0.6,10,-13.418,0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,557293,4
284,"{'danceability': 0.616, 'energy': 0.538, 'key': 0, 'loudness': -9.165, 'mode': 0, 'speechiness': 0.17, 'acousticness': 0.0906, 'instrumentalness': 8.98e-06, 'liveness': 0.192, 'valence': 0.278, 'tempo': 127.948, 'type': 'audio_features', 'id': '39ncDMVidHOeQgeC5anYZM', 'uri': 'spotify:track:39ncDMVidHOeQgeC5anYZM', 'track_href': 'https://api.spotify.com/v1/tracks/39ncDMVidHOeQgeC5anYZM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/39ncDMVidHOeQgeC5anYZM', 'duration_ms': 259613, 'time_signature': 4}",39ncDMVidHOeQgeC5anYZM,39ncDMVidHOeQgeC5anYZM,spotify:track:39ncDMVidHOeQgeC5anYZM,0.616,0.538,0,-9.165,0,0.17,0.0906,8.98e-06,0.192,0.278,127.948,259613,4
285,"{'danceability': 0.572, 'energy': 0.593, 'key': 5, 'loudness': -8.444, 'mode': 1, 'speechiness': 0.201, 'acousticness': 0.298, 'instrumentalness': 0.00117, 'liveness': 0.308, 'valence': 0.166, 'tempo': 147.076, 'type': 'audio_features', 'id': '37wue2fDZqVGNccW03p1Sk', 'uri': 'spotify:track:37wue2fDZqVGNccW03p1Sk', 'track_href': 'https://api.spotify.com/v1/tracks/37wue2fDZqVGNccW03p1Sk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37wue2fDZqVGNccW03p1Sk', 'duration_ms': 209667, 'time_signature': 4}",37wue2fDZqVGNccW03p1Sk,37wue2fDZqVGNccW03p1Sk,spotify:track:37wue2fDZqVGNccW03p1Sk,0.572,0.593,5,-8.444,1,0.201,0.298,0.00117,0.308,0.166,147.076,209667,4
286,"{'danceability': 0.77, 'energy': 0.691, 'key': 9, 'loudness': -8.123, 'mode': 0, 'speechiness': 0.3, 'acousticness': 0.0171, 'instrumentalness': 0, 'liveness': 0.262, 'valence': 0.765, 'tempo': 136.083, 'type': 'audio_features', 'id': '2IHy47dWsTh0FEHBMdfd38', 'uri': 'spotify:track:2IHy47dWsTh0FEHBMdfd38', 'track_href': 'https://api.spotify.com/v1/tracks/2IHy47dWsTh0FEHBMdfd38', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2IHy47dWsTh0FEHBMdfd38', 'duration_ms': 191840, 'time_signature': 4}",2IHy47dWsTh0FEHBMdfd38,2IHy47dWsTh0FEHBMdfd38,spotify:track:2IHy47dWsTh0FEHBMdfd38,0.77,0.691,9,-8.123,0,0.3,0.0171,0.0,0.262,0.765,136.083,191840,4
287,"{'danceability': 0.827, 'energy': 0.561, 'key': 7, 'loudness': -7.084, 'mode': 1, 'speechiness': 0.255, 'acousticness': 0.0251, 'instrumentalness': 0, 'liveness': 0.0966, 'valence': 0.461, 'tempo': 120.956, 'type': 'audio_features', 'id': '5O4meQrvNMz9QmjXXiHnqH', 'uri': 'spotify:track:5O4meQrvNMz9QmjXXiHnqH', 'track_href': 'https://api.spotify.com/v1/tracks/5O4meQrvNMz9QmjXXiHnqH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5O4meQrvNMz9QmjXXiHnqH', 'duration_ms': 205867, 'time_signature': 4}",5O4meQrvNMz9QmjXXiHnqH,5O4meQrvNMz9QmjXXiHnqH,spotify:track:5O4meQrvNMz9QmjXXiHnqH,0.827,0.561,7,-7.084,1,0.255,0.0251,0.0,0.0966,0.461,120.956,205867,4
288,"{'danceability': 0.534, 'energy': 0.415, 'key': 1, 'loudness': -11.781, 'mode': 0, 'speechiness': 0.0278, 'acousticness': 0.314, 'instrumentalness': 0.000365, 'liveness': 0.0847, 'valence': 0.188, 'tempo': 173.561, 'type': 'audio_features', 'id': '2SzCxX6M6vDwdEwnHDiTaY', 'uri': 'spotify:track:2SzCxX6M6vDwdEwnHDiTaY', 'track_href': 'https://api.spotify.com/v1/tracks/2SzCxX6M6vDwdEwnHDiTaY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2SzCxX6M6vDwdEwnHDiTaY', 'duration_ms': 411147, 'time_signature': 4}",2SzCxX6M6vDwdEwnHDiTaY,2SzCxX6M6vDwdEwnHDiTaY,spotify:track:2SzCxX6M6vDwdEwnHDiTaY,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,411147,4
289,"{'danceability': 0.192, 'energy': 0.32, 'key': 1, 'loudness': -19.064, 'mode': 1, 'speechiness': 0.0365, 'acousticness': 0.772, 'instrumentalness': 0.911, 'liveness': 0.116, 'valence': 0.28, 'tempo': 95.049, 'type': 'audio_features', 'id': '1oFdYrLGbd2a0fxCsWTkkV', 'uri': 'spotify:track:1oFdYrLGbd2a0fxCsWTkkV', 'track_href': 'https://api.spotify.com/v1/tracks/1oFdYrLGbd2a0fxCsWTkkV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1oFdYrLGbd2a0fxCsWTkkV', 'duration_ms': 216469, 'time_signature': 3}",1oFdYrLGbd2a0fxCsWTkkV,1oFdYrLGbd2a0fxCsWTkkV,spotify:track:1oFdYrLGbd2a0fxCsWTkkV,0.192,0.32,1,-19.064,1,0.0365,0.772,0.911,0.116,0.28,95.049,216469,3
290,"{'danceability': 0.411, 'energy': 0.276, 'key': 7, 'loudness': -11.593, 'mode': 1, 'speechiness': 0.0432, 'acousticness': 0.667, 'instrumentalness': 0.796, 'liveness': 0.52, 'valence': 0.142, 'tempo': 127.97, 'type': 'audio_features', 'id': '5jdClu7X0U5TgVr2ObewxS', 'uri': 'spotify:track:5jdClu7X0U5TgVr2ObewxS', 'track_href': 'https://api.spotify.com/v1/tracks/5jdClu7X0U5TgVr2ObewxS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5jdClu7X0U5TgVr2ObewxS', 'duration_ms': 458880, 'time_signature': 4}",5jdClu7X0U5TgVr2ObewxS,5jdClu7X0U5TgVr2ObewxS,spotify:track:5jdClu7X0U5TgVr2ObewxS,0.411,0.276,7,-11.593,1,0.0432,0.667,0.796,0.52,0.142,127.97,458880,4
