,Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL
0,2019-06-29,1,Flat,Señorita,Shawn Mendes,8953135,https://i.scdn.co/image/b0d36f3a80a36960e34c04f21ba44e05ccf5991b,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
1,2019-06-29,2,Flat,I Don't Care (with Justin Bieber),Ed Sheeran,5536943,https://i.scdn.co/image/ab67616d0000485157cc434093fd4b6af7500fd8,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,2019-06-29,3,Up,bad guy,Billie Eilish,5009936,https://i.scdn.co/image/ed409b4be5bdf96fd451d7d1455b0667a3c6999c,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,2019-06-29,4,Up,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,4815686,https://i.scdn.co/image/ab67616d00004851bc5839eea68e7ff7f1010f93,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,2019-06-29,5,Down,Beautiful People (feat. Khalid),Ed Sheeran,4486183,https://i.scdn.co/image/ab67616d00004851358f874d5d31e76a8fe3f6d0,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
5,2019-06-29,6,Up,Callaita,Bad Bunny,3295707,https://i.scdn.co/image/25c85118c4a9a96f160407d4ef9c82bfe175c58f,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
6,2019-06-29,7,Up,Otro Trago,Sech,3278081,https://i.scdn.co/image/ab67616d000048518643435482956bab8aa6fcfe,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
7,2019-06-29,8,Down,Money In The Grave (Drake ft. Rick Ross),Drake,3277413,https://i.scdn.co/image/fc4497aa9502986aa3c1600da013bbb09dfbcefa,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
8,2019-06-29,9,Flat,Panini,Lil Nas X,3096515,https://i.scdn.co/image/ab67616d00004851c0e7bf5cdd630f314f20586a,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
9,2019-06-29,10,Down,You Need To Calm Down,Taylor Swift,3063519,https://i.scdn.co/image/964f2be6463cabde9f14cf2ec3b49cc822e90c3d,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
10,2019-06-29,11,Up,Con Calma,Daddy Yankee,2783558,https://i.scdn.co/image/6f41eca468967b98da6eaebece3466c4c5dd0d89,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
11,2019-06-29,12,Up,Soltera - Remix,Lunay,2617937,https://i.scdn.co/image/ab67616d0000485158e34ee7bc215e1b03ff78d4,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
12,2019-06-29,13,Flat,Never Really Over,Katy Perry,2574256,https://i.scdn.co/image/a75b95fdcb510d30caa8301c5c214d8f624e9749,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
13,2019-06-29,14,Flat,If I Can't Have You,Shawn Mendes,2561739,https://i.scdn.co/image/fc0fdce518f3abc901a2ce9b095028e021227985,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
14,2019-06-29,15,Up,Piece Of Your Heart,MEDUZA,2499652,https://i.scdn.co/image/ab67616d0000485130272a26f7afa221f73984c7,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,2019-06-29,16,Down,QUE PRETENDES,J Balvin,2496350,https://i.scdn.co/image/ab67616d000048514891d9b25d8919448388f3bb,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
16,2019-06-29,17,Up,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2462667,https://i.scdn.co/image/ab67616d00004851e2e352d89826aef6dbd5ff8f,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
17,2019-06-29,18,Up,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2289913,https://i.scdn.co/image/ab67616d00004851d7658a5bf66a2f3f11878bdf,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
18,2019-06-29,19,Flat,Someone You Loved,Lewis Capaldi,2282389,https://i.scdn.co/image/d2a8a81991aa1c638f7fdaa8a27937b346fad771,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
