,Date,Position,Trend,Title,Artist,Streams,Icon_URL,Spotify_URL
0,2019-10-12,1,Flat,Dance Monkey,Tones and I,6044620,https://i.scdn.co/image/ab67616d0000485138802659d156935ada63c9e3,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
1,2019-10-12,2,Flat,HIGHEST IN THE ROOM,Travis Scott,5182671,https://i.scdn.co/image/3a6a1ddb77d5886cd77768734bdca254aba7cf8b,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
2,2019-10-12,3,Up,Señorita,Shawn Mendes,4481778,https://i.scdn.co/image/b68c52237ed6815023eb6e62ab93e380c04611a6,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,2019-10-12,4,Up,Circles,Post Malone,4227850,https://i.scdn.co/image/a7f2cc3d9b653ac116a3666cc3aaf01880aab8bd,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,2019-10-12,5,Down,Lights Up,Harry Styles,3437007,https://i.scdn.co/image/3b36a0c22d348a4b6d719805b9102d7f0b5ba228,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
5,2019-10-12,6,Up,Memories,Maroon 5,3281757,https://i.scdn.co/image/4924a6ec0e2ae08bf7c74de14269918e71fc0d29,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,2019-10-12,7,Flat,Someone You Loved,Lewis Capaldi,3218232,https://i.scdn.co/image/d2a8a81991aa1c638f7fdaa8a27937b346fad771,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
7,2019-10-12,8,Down,"10,000 Hours (with Justin Bieber)",Dan + Shay,3033352,https://i.scdn.co/image/80e562ef5d7b69e306ad7be6923f83905293ccac,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
8,2019-10-12,9,Flat,Beautiful People (feat. Khalid),Ed Sheeran,2932449,https://i.scdn.co/image/ab67616d00004851a53a148d92ce7afa20229e49,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,2019-10-12,10,Flat,China,Anuel AA,2892147,https://i.scdn.co/image/ab67616d000048515fa6dc9fc261344044c301a9,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
10,2019-10-12,11,Flat,Lalala,Y2K,2872385,https://i.scdn.co/image/ab67616d000048518a6ccb507dd6a66f7f6e2440,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
11,2019-10-12,12,Flat,How Do You Sleep?,Sam Smith,2582629,https://i.scdn.co/image/52466230e99f77d0cbca479737e333d09e8a9749,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
12,2019-10-12,13,Up,bad guy,Billie Eilish,2559820,https://i.scdn.co/image/ed409b4be5bdf96fd451d7d1455b0667a3c6999c,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
13,2019-10-12,14,Up,Ransom,Lil Tecca,2491868,https://i.scdn.co/image/53e0b1d0cec445e5edec68be68b2e8852069ca5e,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
14,2019-10-12,15,Down,hot girl bummer,blackbear,2464270,https://i.scdn.co/image/fadd7552af0779e4482d253b740def73786de682,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
15,2019-10-12,16,Down,Goodbyes (Feat. Young Thug),Post Malone,2371652,https://i.scdn.co/image/ab67616d000048513f154c97dfa06ee696bd687c,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
